219.104.38.17,2015-08-12 21:19:05,GET,/quiz/,?crypt_q=uzajHHuszWQ2W_VuCsh6WIHE84D7TqOZyFSWkgkplcFObf_NgQPg16kygZ5y9gYLj0xqeuzLkBWuMy-6zAWrQEagxi_ASDgD35Bu4HEkxElpE6_jixkNkgNF50VfeSjqUkJoeF9rZnBUSEVxZExXTVpIOFRCVDdwNmZuWkdYSGpDME9wRm9CMG9hZw,HTTP/1.1,"http://juken-stg.quigen.info/top/","Mozilla/5.0 (Linux; Android 4.1.2; SBM205SH Build/S0008) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Mobile Safari/537.36 OPR/30.0.1856.93524"
219.104.38.17,2015-08-12 21:20:34,GET,/myprofile/,,HTTP/1.1,"http://juken-stg.quigen.info/quiz/?crypt_q=uzajHHuszWQ2W_VuCsh6WIHE84D7TqOZyFSWkgkplcFObf_NgQPg16kygZ5y9gYLj0xqeuzLkBWuMy-6zAWrQEagxi_ASDgD35Bu4HEkxElpE6_jixkNkgNF50VfeSjqUkJoeF9rZnBUSEVxZExXTVpIOFRCVDdwNmZuWkdYSGpDME9wRm9CMG9hZw","Mozilla/5.0 (Linux; Android 4.1.2; SBM205SH Build/S0008) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Mobile Safari/537.36 OPR/30.0.1856.93524"
219.104.38.17,2015-08-12 21:20:39,GET,/myanswer/,,HTTP/1.1,"http://juken-stg.quigen.info/myprofile/","Mozilla/5.0 (Linux; Android 4.1.2; SBM205SH Build/S0008) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Mobile Safari/537.36 OPR/30.0.1856.93524"
219.104.38.17,2015-08-12 21:20:43,GET,/myprofile/,,HTTP/1.1,"http://juken-stg.quigen.info/myanswer/","Mozilla/5.0 (Linux; Android 4.1.2; SBM205SH Build/S0008) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Mobile Safari/537.36 OPR/30.0.1856.93524"
219.104.38.17,2015-08-12 21:20:48,POST,/myprofiledel/,,HTTP/1.1,"http://juken-stg.quigen.info/myprofile/","Mozilla/5.0 (Linux; Android 4.1.2; SBM205SH Build/S0008) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Mobile Safari/537.36 OPR/30.0.1856.93524"
219.104.38.17,2015-08-12 21:20:48,GET,/myprofile/,,HTTP/1.1,"http://juken-stg.quigen.info/myprofile/","Mozilla/5.0 (Linux; Android 4.1.2; SBM205SH Build/S0008) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Mobile Safari/537.36 OPR/30.0.1856.93524"
219.104.38.17,2015-08-12 21:20:55,POST,/mydataedit/,,HTTP/1.1,"http://juken-stg.quigen.info/myprofile/","Mozilla/5.0 (Linux; Android 4.1.2; SBM205SH Build/S0008) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Mobile Safari/537.36 OPR/30.0.1856.93524"
219.104.38.17,2015-08-12 21:22:09,GET,/gpcallback/,?code=4/IJReuIOApoT_SXSDGkLsb0oRPLAQ-WOXozwGf2YHHiM&authuser=0&prompt=consent&session_state=c26ca7429f6efcf597c24bd6eb3a5e1ceaa90ca1..321f,HTTP/1.1,"-","Mozilla/5.0 (Linux; Android 4.1.2; SBM205SH Build/S0008) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Mobile Safari/537.36 OPR/30.0.1856.93524"
219.104.38.17,2015-08-12 21:22:10,GET,/myprofile/,,HTTP/1.1,"-","Mozilla/5.0 (Linux; Android 4.1.2; SBM205SH Build/S0008) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Mobile Safari/537.36 OPR/30.0.1856.93524"
219.104.38.17,2015-08-12 21:22:37,GET,/top/,,HTTP/1.1,"http://juken-stg.quigen.info/myprofile/","Mozilla/5.0 (Linux; Android 4.1.2; SBM205SH Build/S0008) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Mobile Safari/537.36 OPR/30.0.1856.93524"
219.104.38.17,2015-08-12 21:22:46,GET,/quiz/,?crypt_q=uzajHHuszWQ2W_VuCsh6WIHE84D7TqOZyFSWkgkplcFObf_NgQPg16kygZ5y9gYLj0xqeuzLkBWuMy-6zAWrQEagxi_ASDgD35Bu4HEkxElpE6_jixkNkgNF50VfeSjqUkJoeF9rZnBUSEVxZExXTVpIOFRCVDdwNmZuWkdYSGpDME9wRm9CMG9hZw,HTTP/1.1,"http://juken-stg.quigen.info/top/","Mozilla/5.0 (Linux; Android 4.1.2; SBM205SH Build/S0008) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Mobile Safari/537.36 OPR/30.0.1856.93524"
219.104.38.17,2015-08-12 21:22:50,GET,/myprofile/,,HTTP/1.1,"http://juken-stg.quigen.info/quiz/?crypt_q=uzajHHuszWQ2W_VuCsh6WIHE84D7TqOZyFSWkgkplcFObf_NgQPg16kygZ5y9gYLj0xqeuzLkBWuMy-6zAWrQEagxi_ASDgD35Bu4HEkxElpE6_jixkNkgNF50VfeSjqUkJoeF9rZnBUSEVxZExXTVpIOFRCVDdwNmZuWkdYSGpDME9wRm9CMG9hZw","Mozilla/5.0 (Linux; Android 4.1.2; SBM205SH Build/S0008) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.78 Mobile Safari/537.36 OPR/30.0.1856.93524"
